Date,Adj Close
2000-01-03,11.883207321166992
2000-01-04,11.177884101867676
2000-01-05,11.300544738769531
2000-01-06,12.266534805297852
2000-01-07,11.944535255432129
2000-01-10,11.53054141998291
2000-01-11,11.285210609436035
2000-01-12,11.407876968383789
2000-01-13,11.668540954589844
2000-01-14,12.389200210571289
2000-01-18,11.775870323181152
2000-01-19,11.775870323181152
2000-01-20,11.549710273742676
2000-01-21,11.20854663848877
2000-01-24,10.932551383972168
2000-01-25,11.070549011230469
2000-01-26,11.561213493347168
2000-01-27,11.806541442871094
2000-01-28,11.223878860473633
2000-01-31,11.883207321166992
2000-02-01,12.021204948425293
2000-02-02,11.714543342590332
2000-02-03,11.39254379272461
2000-02-04,11.254551887512207
2000-02-07,11.116548538208008
2000-02-08,11.561213493347168
2000-02-09,11.300544738769531
2000-02-10,11.009215354919434
2000-02-11,11.085878372192383
2000-02-14,10.855883598327637
2000-02-15,11.193212509155273
2000-02-16,11.085878372192383
2000-02-17,10.947880744934082
2000-02-18,10.733219146728516
2000-02-22,10.978549003601074
2000-02-23,11.223878860473633
2000-02-24,10.993881225585938
2000-02-25,10.825215339660645
2000-02-28,11.269876480102539
2000-02-29,11.285210609436035
2000-03-01,11.42628002166748
2000-03-02,11.300887107849121
2000-03-03,11.285212516784668
2000-03-06,11.159825325012207
2000-03-07,11.034431457519531
2000-03-08,10.940386772155762
2000-03-09,10.799318313598633
2000-03-10,10.752296447753906
2000-03-13,10.830670356750488
2000-03-14,10.689602851867676
2000-03-15,11.504648208618164
2000-03-16,12.351038932800293
2000-03-17,12.539122581481934
2000-03-20,12.44508171081543
2000-03-21,12.789909362792969
2000-03-22,12.899620056152344
2000-03-23,13.589272499084473
2000-03-24,13.698994636535645
2000-03-27,13.573604583740234
2000-03-28,13.432536125183105
2000-03-29,13.040689468383789
2000-03-30,12.742886543273926
2000-03-31,13.150408744812012
2000-04-03,13.918425559997559
2000-04-04,13.589272499084473
2000-04-05,13.542250633239746
2000-04-06,13.401185035705566
2000-04-07,13.119063377380371
2000-04-10,13.244453430175781
2000-04-11,13.126900672912598
